File,Sent_ID,Sentence,Length,Word Order,Category,dependency length,sub ID,subject,sub_subset_words,sub_subset_length,sub_subset_char_length,sub_difluency,sub_hesitation,sub_repair,obj ID,object,obj_subset_words,obj_subset length,obj_subset_char_length,obj_difluency,obj_hesitation,obj_repair,iobj ID,iobject,iobj_subset_words,iobj_subset_length,iobj_subset_char_length
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,47,मैं ने बुक कर दिया ऑलरेडी ।,8,SOV,Transitive,1.8333333333333333,1,मैं,['मैं ने'],1,5,0,0,0,3,रेंटल,['रेंटल'],1,5,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,77,तो वो एटीएंडटी में काम कर रही है कि केवल ये कम्प्यूटर के लिए जा रही है ।,18,SOV,Transitive,2.75,2,वो,['वो'],1,2,0,0,0,5,काम,['काम'],1,3,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,79,एटीएंडटी में उस को ऑनरेरि ऑफ़िस मिला हुआ है और कम्प्यूटर ऐक्सेस है ।,14,SOV,Transitive,2.1666666666666665,3,उस,['उस को'],1,4,0,0,0,6,ऑफ़िस,"['ऑफ़िस', 'ऑनरेरि']",2,10,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,98,अबे लाइब्रेरी डेवलपमेंट में तुम क्या करोगे ।,8,SOV,Transitive,2.5,5,तुम,['तुम'],1,3,0,0,0,6,क्या,['क्या'],1,4,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,108,हाँ ये इन सब का लाइब्रेरीज़ होता है ।,9,SOV,Transitive,2.4285714285714284,2,ये,['ये'],1,2,0,0,0,6,लाइब्रेरीज़,"['लाइब्रेरीज़', 'इन', 'सब का']",3,16,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,129,तो छुट्टी में तुम क्या करोगे ।,7,SOV,Transitive,2.6,4,तुम,['तुम'],1,3,0,0,0,5,क्या,['क्या'],1,4,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,140,तेलुगु तो हमे नहीं आती ना ।,7,OSV,Transitive,1.8,3,हमे,['हमे'],1,3,0,0,0,1,तेलुगु,"['तेलुगु', 'तो']",2,8,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,168,वो उस के साथ काम करती है सन के संग ।,11,SOV,Transitive,2.111111111111111,1,वो,['वो'],1,2,0,0,0,5,काम,['काम'],1,3,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,181,तुम अपना नाम जितना बदनाम कर सकते हो कर लो ।,11,SOV,Transitive,2.0,1,तुम,['तुम'],1,3,0,0,0,3,नाम,"['नाम', 'अपना']",2,7,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,215,भई ये सब तुम्हारे एडजेक्टिव हमें समझ में नहीं आते हैं ।,12,OSV,Transitive,2.8,6,हमें,['हमें'],1,4,0,0,0,5,एडजेक्टिव,"['एडजेक्टिव', 'सब', 'ये', 'तुम्हारे']",4,21,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,222,वो शायद 24 25 साल की होगी ।,8,SOV,Transitive,2.6666666666666665,1,वो,['वो'],1,2,0,0,0,5,साल,"['25', '24', 'साल की']",3,9,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,264,बिनोज ने तो उस लड़की से शादी कर ली थी ना ।,12,SOV,Transitive,2.2,1,बिनोज,"['बिनोज ने', 'तो']",2,9,0,0,0,5,लड़की,"['उस', 'लड़की से']",2,8,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,269,और अभिजीत कोई और मोटी से शादी कर लिया ।,10,SOV,Transitive,2.625,2,अभिजीत,['अभिजीत'],1,6,0,0,0,5,मोटी,"['और', 'कोई', 'मोटी से']",3,11,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,270,मतलब शैनन तो अभिजीत की भी पत्नी रह चुकी कुछ समय के लिए ना ।,16,SOV,Transitive,3.0714285714285716,3,शैनन,"['शैनन', 'तो']",2,6,0,0,0,8,पत्नी,"['पत्नी', 'अभिजीत की', 'भी']",3,15,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,283,और वहाँ ऐसा कौन है जिसे हम जानते हों ।,10,OSV,Transitive,1.875,7,हम,['हम'],1,2,0,0,0,6,जिसे,['जिसे'],1,4,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,312,वो इंश्योरेंस कवर कर लेगा ।,6,OSV,Transitive,1.75,2,इंश्योरेंस,['इंश्योरेंस'],1,10,0,0,0,1,वो,['वो'],1,2,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,321,तुम तो बैकपैकिंग करते हो ना तुम बोल रहे थे ।,11,OSV,Transitive,1.7777777777777777,7,तुम,['तुम'],1,3,0,0,0,4,करते,"['करते', 'तुम', 'तो', 'बैकपैकिंग', 'हो', 'ना']",6,22,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,361,क्योंकि मेरी मम्मी ऑस्ट्रेलिया जाएगी तो वहाँ से ले आने के लिए सोच रहा हूँ ।,16,SOV,Transitive,2.7857142857142856,3,मम्मी,"['मम्मी', 'मेरी']",2,9,0,0,0,4,ऑस्ट्रेलिया,['ऑस्ट्रेलिया'],1,11,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,363,तुम्हारी अम्मा जी ऑस्ट्रेलिया क्यों जा रही हैं ।,9,SOV,Transitive,1.7142857142857142,2,अम्मा,"['अम्मा', 'तुम्हारी', 'जी']",3,15,0,0,0,4,ऑस्ट्रेलिया,['ऑस्ट्रेलिया'],1,11,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,430,मतलब काफ़ी लोग तो बर्क्ली जा रहे हैं ।,9,SOV,Transitive,2.0,3,लोग,"['लोग', 'काफ़ी', 'तो']",3,9,0,0,0,5,बर्क्ली,['बर्क्ली'],1,7,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,435,3 लोग स्टैनफ़ोर्ड जा रहे हैं ।,7,SOV,Transitive,1.4,2,लोग,"['लोग', '3']",2,4,0,0,0,3,स्टैनफ़ोर्ड,['स्टैनफ़ोर्ड'],1,11,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,436,1 बर्क्ली जा रहा है ।,6,SOV,Transitive,1.5,1,1,['1'],1,1,0,0,0,2,बर्क्ली,['बर्क्ली'],1,7,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,438,1 आद ऑस्टिन जा रहे हैं ।,7,SOV,Transitive,1.4,2,आद,"['आद', '1']",2,3,0,0,0,3,ऑस्टिन,['ऑस्टिन'],1,6,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,440,कुछ लोग अरबाना जा रहे हैं ।,7,SOV,Transitive,1.4,2,लोग,"['लोग', 'कुछ']",2,6,0,0,0,3,अरबाना,['अरबाना'],1,6,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,441,और तुम आयोवा आए ।,5,SOV,Transitive,2.0,2,तुम,['तुम'],1,3,0,0,0,3,आयोवा,['आयोवा'],1,5,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,448,आयोवा कोई नहीं जा रहा हमारे यहाँ से इस बार ।,11,OSV,Transitive,2.111111111111111,2,कोई,['कोई'],1,3,0,0,0,1,आयोवा,['आयोवा'],1,5,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,454,हमारा समय में बर्क्ली कोई गया ही नहीं था ।,10,OSV,Transitive,1.875,5,कोई,['कोई'],1,3,0,0,0,4,बर्क्ली,['बर्क्ली'],1,7,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,458,कोई अरबाना नहीं गया था ।,6,SOV,Transitive,1.75,1,कोई,['कोई'],1,3,0,0,0,2,अरबाना,['अरबाना'],1,6,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,463,युपेन कोई चला गया ।,5,OSV,Transitive,1.3333333333333333,2,कोई,['कोई'],1,3,0,0,0,1,युपेन,['युपेन'],1,5,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,3,तुम भी बकवास करना है ।,6,SOV,Transitive,1.5,1,तुम,"['तुम', 'भी']",2,5,0,0,0,3,बकवास,['बकवास'],1,5,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,7,ऐसे ही हम लोग क्या किया ।,7,SOV,Transitive,2.0,4,लोग,"['लोग', 'हम']",2,5,0,0,0,5,क्या,['क्या'],1,4,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,33,पुराने फ़ोटो वोटो इन लोग दिखा रहे थे ।,9,OSV,Transitive,1.5714285714285714,5,लोग,"['लोग', 'इन']",2,5,0,0,0,2,फ़ोटो,"['फ़ोटो', 'पुराने', 'वोटो']",3,15,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,41,चंदर वंदर अपने सारे पुराने स्टूडेंट्को खाने वाने पर ले गया ।,13,SOV,Transitive,2.727272727272727,1,चंदर,"['चंदर', 'वंदर']",2,8,0,0,0,6,स्टूडेंट्स,"['अपने', 'सारे', 'पुराने', 'स्टूडेंट्स को']",4,26,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,65,वो 1 कार और लिया था ।,7,SOV,Transitive,1.8,1,वो,['वो'],1,2,0,0,0,3,कार,"['कार', '1', 'और']",3,6,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,78,तो वो फ़िक्स करने के लिए ले गया और उस मकैनिक ने और कुछ तोड़ दिया ।,17,SOV,Transitive,2.8,11,मकैनिक,"['उस', 'मकैनिक ने']",2,10,0,0,0,14,कुछ,"['कुछ', 'और']",2,5,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,93,हम लोग गाड़ी खरीदे ।,5,SOV,Transitive,1.3333333333333333,2,लोग,"['लोग', 'हम']",2,5,0,0,0,3,गाड़ी,['गाड़ी'],1,4,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,177,ये पीछे से क्या प्रॉम्प्ट करता रहता है ।,9,SOV,Transitive,2.2857142857142856,1,ये,['ये'],1,2,0,0,0,4,क्या,['क्या'],1,4,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,251,तो तुम लोग क्या किए ।,6,SOV,Transitive,2.0,3,लोग,"['लोग', 'तुम']",2,6,0,0,0,4,क्या,['क्या'],1,4,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,311,तो इन लोग ऐसे बेहूदे लोग क्यों हैं कि बाकी जो स्टूडेंट लोग एनवायरनमेंट में मास्टर्ज़ करना चाहते हैं उस को करने क्यों नहीं देते हैं ।,27,SOV,Transitive,3.2,13,लोग,"['लोग', 'बाकी', 'जो', 'स्टूडेंट']",4,17,0,0,0,17,करना,"['करना', 'एनवायरनमेंट में', 'मास्टर्ज़']",3,26,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,327,1 तो ये नाम ही नहीं किसी को पता रहता है ।,12,OSV,Transitive,2.2,7,किसी,['किसी को'],1,6,0,0,0,4,नाम,"['नाम', '1', 'तो', 'ये', 'ही']",5,10,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,343,वो भी भाषण दे रहा था ।,7,SOV,Transitive,1.6,1,वो,"['वो', 'भी']",2,4,0,0,0,3,भाषण,['भाषण'],1,4,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,345,नहीं वो कुछ नहीं बोला ।,6,SOV,Transitive,2.5,2,वो,['वो'],1,2,0,0,0,3,कुछ,['कुछ'],1,3,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,348,चंदर भी कुछ बोला ।,5,SOV,Transitive,1.6666666666666667,1,चंदर,"['चंदर', 'भी']",2,6,0,0,0,3,कुछ,['कुछ'],1,3,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,351,और ये [incomprehensible] वो बन गया एसोसिएट प्रोफ़ बन गया ।,11,SOV,Transitive,1.7777777777777777,3,[incomprehensible],"['[incomprehensible]', 'ये']",2,20,0,0,0,4,वो,['वो'],1,2,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,372,हम लोग पीयूष से बात हो रही थी ।,10,SOV,Transitive,2.25,2,लोग,"['लोग', 'हम']",2,5,0,0,0,4,पीयूष,['पीयूष से'],1,7,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,402,वो पूरा आयरनमेकिंग का हिस्ट्री सुना गया ।,8,SOV,Transitive,2.1666666666666665,1,वो,['वो'],1,2,0,0,0,5,हिस्ट्री,"['हिस्ट्री', 'पूरा', 'आयरनमेकिंग का']",3,24,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,443,सब ने बीयर पीया ।,5,SOV,Transitive,1.6666666666666667,1,सब,['सब ने'],1,4,0,0,0,3,बीयर,['बीयर'],1,4,0,0,0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,524,पिट्सबर्ग मैं गया था पिछली बार ।,7,OSV,Transitive,1.6,2,मैं,['मैं'],1,3,0,0,0,1,पिट्सबर्ग,['पिट्सबर्ग'],1,9,0,0,0
