"lang","dtype","sent_id","length","avg_arity","max_arity","projD","maxHD","avgDD","Genre"
"/hi","random",2,6,0.857142857142857,2,4,2,1.6,"Text"
"/hi","random",3,6,0.857142857142857,2,3,1,1.8,"Text"
"/hi","random",5,5,0.833333333333333,3,3,1,2,"Text"
"/hi","random",8,9,0.9,2,7,4,2.125,"Text"
"/hi","random",9,7,0.875,2,4,3,2.16666666666667,"Text"
"/hi","random",11,7,0.875,2,4,3,2.33333333333333,"Text"
"/hi","random",21,6,0.857142857142857,2,4,3,2.2,"Text"
"/hi","random",22,6,0.857142857142857,2,5,3,1.8,"Text"
"/hi","random",25,11,0.916666666666667,2,8,7,3,"Text"
"/hi","random",26,6,0.857142857142857,2,5,4,2.4,"Text"
"/hi","random",35,11,0.916666666666667,3,5,6,2.6,"Text"
"/hi","random",36,11,0.916666666666667,3,5,5,2.8,"Text"
"/hi","random",37,10,0.909090909090909,2,7,3,1.44444444444444,"Text"
"/hi","random",40,7,0.875,2,5,2,1.83333333333333,"Text"
"/hi","random",45,9,0.9,3,5,4,2.875,"Text"
"/hi","random",51,9,0.9,3,5,3,2,"Text"
"/hi","random",61,11,0.916666666666667,3,5,6,2.7,"Text"
"/hi","random",65,8,0.888888888888889,2,4,4,2.28571428571429,"Text"
"/hi","random",67,7,0.875,2,5,4,2.5,"Text"
"/hi","random",69,10,0.909090909090909,2,7,6,2.88888888888889,"Text"
"/hi","random",71,11,0.916666666666667,3,8,6,4.1,"Text"
"/hi","random",72,11,0.916666666666667,2,8,6,3.6,"Text"
"/hi","random",82,11,0.916666666666667,3,6,5,2.8,"Text"
"/hi","random",90,9,0.9,2,5,5,3.375,"Text"
"/hi","random",96,10,0.909090909090909,2,7,7,3.33333333333333,"Text"
"/hi","random",99,8,0.888888888888889,2,5,4,2.42857142857143,"Text"
"/hi","random",102,10,0.909090909090909,2,5,5,3.22222222222222,"Text"
"/hi","random",104,11,0.916666666666667,4,5,5,2.6,"Text"
"/hi","random",105,11,0.916666666666667,2,7,5,2.8,"Text"
"/hi","random",106,11,0.916666666666667,2,6,5,2.9,"Text"
"/hi","random",107,10,0.909090909090909,3,5,6,2.66666666666667,"Text"
"/hi","random",108,10,0.909090909090909,4,4,3,2,"Text"
"/hi","random",110,11,0.916666666666667,2,6,5,2.5,"Text"
"/hi","random",112,11,0.916666666666667,4,7,6,3.8,"Text"
"/hi","random",115,7,0.875,4,4,2,2,"Text"
"/hi","random",117,9,0.9,2,5,5,2.125,"Text"
"/hi","random",122,9,0.9,3,5,5,3.125,"Text"
"/hi","random",123,10,0.909090909090909,3,5,4,2,"Text"
"/hi","random",124,10,0.909090909090909,2,6,3,2.22222222222222,"Text"
"/hi","random",130,9,0.9,2,6,5,2.25,"Text"
"/hi","random",131,10,0.909090909090909,2,6,6,2.55555555555556,"Text"
"/hi","random",135,6,0.857142857142857,2,4,2,1.8,"Text"
"/hi","random",136,10,0.909090909090909,3,5,4,1.66666666666667,"Text"
"/hi","random",137,7,0.875,3,4,2,2.16666666666667,"Text"
"/hi","random",139,11,0.916666666666667,2,7,6,4.6,"Text"
"/hi","random",140,9,0.9,3,6,5,2.75,"Text"
"/hi","random",144,10,0.909090909090909,4,5,2,1.88888888888889,"Text"
"/hi","random",146,10,0.909090909090909,3,6,6,4.11111111111111,"Text"
"/hi","random",147,6,0.857142857142857,2,5,3,1.6,"Text"
"/hi","random",150,11,0.916666666666667,3,7,5,1.9,"Text"
"/hi","random",151,10,0.909090909090909,2,7,6,3,"Text"
"/hi","random",153,11,0.916666666666667,3,6,4,2.1,"Text"
"/hi","random",160,9,0.9,2,4,6,2.5,"Text"
"/hi","random",162,9,0.9,3,6,4,2.25,"Text"
"/hi","random",163,11,0.916666666666667,3,6,3,1.6,"Text"
"/hi","random",166,10,0.909090909090909,2,7,7,2.66666666666667,"Text"
"/hi","random",167,11,0.916666666666667,2,7,6,1.7,"Text"
"/hi","random",170,9,0.9,3,6,4,2,"Text"
"/hi","random",172,8,0.888888888888889,2,5,5,2.85714285714286,"Text"
"/hi","random",173,7,0.875,3,3,2,2.33333333333333,"Text"
"/hi","random",179,9,0.9,2,7,6,2.875,"Text"
"/hi","random",184,10,0.909090909090909,2,7,6,2.88888888888889,"Text"
"/hi","random",192,11,0.916666666666667,4,6,6,4.1,"Text"
"/hi","random",193,10,0.909090909090909,2,7,2,1.77777777777778,"Text"
"/hi","random",194,7,0.875,2,4,3,2.16666666666667,"Text"
"/hi","random",197,7,0.875,3,4,4,2.83333333333333,"Text"
"/hi","random",201,8,0.888888888888889,3,5,5,2.85714285714286,"Text"
"/hi","random",203,8,0.888888888888889,3,5,4,2.57142857142857,"Text"
"/hi","random",206,10,0.909090909090909,3,6,6,2.88888888888889,"Text"
"/hi","random",207,9,0.9,3,5,4,3,"Text"
"/hi","random",210,9,0.9,2,6,5,3,"Text"
"/hi","random",212,11,0.916666666666667,3,7,6,2.6,"Text"
"/hi","random",214,11,0.916666666666667,4,5,6,2.7,"Text"
"/hi","random",221,7,0.875,4,4,2,2,"Text"
"/hi","random",228,11,0.916666666666667,3,5,4,2.1,"Text"
"/hi","random",229,6,0.857142857142857,2,4,3,2.2,"Text"
"/hi","random",230,11,0.916666666666667,2,6,7,2.7,"Text"
"/hi","random",231,10,0.909090909090909,3,7,5,2.66666666666667,"Text"
"/hi","random",235,11,0.916666666666667,2,6,6,3.5,"Text"
"/hi","random",239,11,0.916666666666667,4,6,5,2.9,"Text"
"/hi","random",242,10,0.909090909090909,2,5,2,1.33333333333333,"Text"
"/hi","random",243,9,0.9,2,6,5,2.875,"Text"
"/hi","random",250,5,0.833333333333333,2,4,3,2.5,"Text"
"/hi","random",251,9,0.9,2,6,4,2.75,"Text"
"/hi","random",252,8,0.888888888888889,2,5,4,2.14285714285714,"Text"
"/hi","random",253,11,0.916666666666667,2,5,3,2.5,"Text"
"/hi","random",256,9,0.9,2,5,2,1.625,"Text"
"/hi","random",257,9,0.9,2,4,4,2.375,"Text"
"/hi","random",259,8,0.888888888888889,3,6,4,2.71428571428571,"Text"
"/hi","random",260,9,0.9,3,4,6,3.125,"Text"
"/hi","random",262,10,0.909090909090909,3,4,4,3.11111111111111,"Text"
"/hi","random",265,10,0.909090909090909,2,6,5,3.44444444444444,"Text"
"/hi","random",268,4,0.8,2,3,1,1,"Text"
"/hi","random",269,7,0.875,2,4,3,2.16666666666667,"Text"
"/hi","random",276,7,0.875,2,6,4,2.33333333333333,"Text"
"/hi","random",279,11,0.916666666666667,3,7,6,2.9,"Text"
"/hi","random",281,10,0.909090909090909,3,6,5,3.33333333333333,"Text"
"/hi","random",282,11,0.916666666666667,2,6,6,2.6,"Text"
"/hi","random",285,11,0.916666666666667,2,7,7,2.5,"Text"
"/hi","random",286,8,0.888888888888889,3,4,3,1.71428571428571,"Text"
"/hi","random",289,11,0.916666666666667,2,5,6,2.3,"Text"
"/hi","random",290,11,0.916666666666667,3,6,5,2.9,"Text"
"/hi","random",293,11,0.916666666666667,2,9,4,2.1,"Text"
"/hi","random",294,7,0.875,2,4,2,1.66666666666667,"Text"
"/hi","random",310,9,0.9,2,5,4,2.75,"Text"
"/hi","random",312,6,0.857142857142857,3,4,2,2,"Text"
"/hi","random",315,6,0.857142857142857,2,4,3,2.2,"Text"
"/hi","random",324,9,0.9,2,6,3,2.5,"Text"
"/hi","random",325,8,0.888888888888889,3,4,4,2.71428571428571,"Text"
"/hi","random",327,11,0.916666666666667,3,5,5,3.3,"Text"
"/hi","random",329,5,0.833333333333333,2,3,1,1.5,"Text"
"/hi","random",330,7,0.875,2,4,3,2.16666666666667,"Text"
"/hi","random",334,9,0.9,2,6,3,2,"Text"
"/hi","random",337,6,0.857142857142857,2,5,3,2,"Text"
"/hi","random",338,8,0.888888888888889,2,5,2,1.85714285714286,"Text"
"/hi","random",342,8,0.888888888888889,2,5,3,1.85714285714286,"Text"
"/hi","random",344,10,0.909090909090909,3,4,3,1.66666666666667,"Text"
"/hi","random",346,5,0.833333333333333,2,3,2,1.75,"Text"
"/hi","random",356,9,0.9,2,5,2,1.625,"Text"
"/hi","random",357,10,0.909090909090909,2,7,6,3.22222222222222,"Text"
"/hi","random",358,10,0.909090909090909,2,8,5,2.77777777777778,"Text"
"/hi","random",360,9,0.9,2,5,3,2.375,"Text"
"/hi","random",368,10,0.909090909090909,2,5,3,1.66666666666667,"Text"
"/hi","random",371,9,0.9,2,7,6,2.375,"Text"
"/hi","random",380,7,0.875,2,5,2,1.83333333333333,"Text"
"/hi","random",383,9,0.9,2,6,5,2.125,"Text"
